YEAR,WAVE,SUB_REG,ST,SP_CODE,MODE_FX,AREA_X,ESTCLAIM,ESTCLVAR,ESTHARV,ESTHVAR,LANDING,LAND_VAR,ESTREL,ESTRLVAR,TOT_CAT,TOT_VAR,LBS_AB1,VAR_LBS,WGT_AB1,VAR_WAB1,MISS_FISH,ALT_FLAG,MODE,AREA,STATUS,DOWNLOAD
1991,6,6,37,8835250101,7,1,6818.518032,15444713.75,4443.539923,10456056.62,11262.05796,22447094.81,162391.8342,17977687311,173653.8921,18752079855,136425.7393,3413552455,61882.30939,702339306.9,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,18APR2021:16:20:59
1991,6,6,37,8835250101,7,5,9532.481313,88932916.41,0,0,9532.481313,88932916.41,83334.87756,2855027825,92867.35887,2889568165,9460.476599,87594460.27,4291.244035,18022583.02,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,18APR2021:16:20:59
1992,2,6,37,8835250101,3,1,106276.9496,8017743628,19613.96309,132219228.6,125890.9127,8373842670,303936.2956,31144992025,429827.2083,50951777949,56727.30346,1713914417,25731.33605,352638337.9,0,0,SHORE,OCEAN (<= 3 MI),FINAL,18APR2021:16:20:59
1992,2,6,37,8835250101,5,2,5109.643711,13267871.84,0,0,5109.643711,13267871.84,715.9526105,446923.3469,5825.596322,17626299.19,47379.64897,1137774135,21491.26779,234097324.7,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,18APR2021:16:20:59
1992,2,6,37,8835250101,7,1,17288.29105,243734835.7,1399.703503,1636901.468,18687.99455,246074561.9,14889.98216,138811187.6,33577.97671,751375749.6,10936.53998,86985652.12,4960.781993,17897320.59,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,18APR2021:16:20:59
1992,2,6,37,8835250101,7,2,7923.435235,52807449.46,0,0,7923.435235,52807449.46,2999.089891,8422322.072,10922.52513,103274465.1,17793.90657,205803653.2,8071.263072,42344155.26,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,18APR2021:16:20:59
1992,2,6,37,8835250101,7,5,44583.90761,761356384.1,0,0,44583.90761,761356384.1,36087.0779,773452410.5,80670.98551,2891046614,37866.60887,472637662.1,17176.18111,97245322.12,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,3,1,95568.83457,1100984996,59769.86517,1119856057,155338.6997,3947966399,266507.4988,9599761746,421846.1985,23188396900,165977.2796,2476353226,75286.80016,509510321.5,0,0,SHORE,OCEAN (<= 3 MI),FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,3,5,3913.024578,5857222.108,0,0,3913.024578,5857222.108,10025.21121,86488640.47,13938.23579,88087695.33,2350.733153,2327934.069,1066.285563,478973.0412,0,0,SHORE,INLAND,FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,5,1,6439.479452,23257017.41,0,0,6439.479452,23257017.41,1898.823922,2115136.49,8338.303374,36396674.18,3579.648767,7101720.066,1623.718029,1461180.754,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,5,2,1443.880566,631911.757,0,0,1443.880566,631911.757,357.4570142,128102.4661,1801.33758,1082218.32,12402.74496,50046155.99,5625.848208,10297009.63,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,5,5,6019.270469,27628629.12,0,0,6019.270469,27628629.12,0,0,6019.270469,27628629.12,3142.914555,7532458.859,1425.61669,1549805.373,0,0,CHARTER BOAT,INLAND,FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,7,1,28998.1293,143761724.1,4231.213419,10733098.07,33229.34272,219885506.9,40500.06351,244581977.3,73729.40624,598069446.6,25577.47119,113527077.3,11601.86483,23358225.73,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,18APR2021:16:20:59
1992,3,6,37,8835250101,7,2,22036.96611,163466464.3,5833.949665,9834324.231,27870.91577,166116621.8,7001.219051,22987853.7,34872.13482,197189374.2,172341.8283,3698245998,78173.74047,760915077.7,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,18APR2021:16:20:59
